play_session_id,user_id,date_key,start_ts,end_ts,duration_seconds,channel_code,status_code,total_score
453,375,20241209,2024-12-09 08:41:22.979000-06:00,2024-12-09 13:04:22.979000-06:00,15780.0,MOBILE,TIMEOUT,3808
454,471,20241122,2024-11-22 02:37:18.305000-06:00,2024-11-22 11:13:18.305000-06:00,30960.0,MOBILE,ABORTED,3926
455,322,20240210,2024-02-10 10:10:46.429000-06:00,2024-02-10 14:30:46.429000-06:00,15600.0,BROWSER,COMPLETED,4594
456,164,20241217,2024-12-17 01:30:18.384000-06:00,2024-12-17 10:24:18.384000-06:00,32040.0,BROWSER,ABORTED,4505
457,82,20241210,2024-12-10 02:58:34.164000-06:00,2024-12-10 12:01:34.164000-06:00,32580.0,MOBILE,COMPLETED,246
458,206,20241230,2024-12-30 14:08:02.523000-06:00,2024-12-30 23:20:02.523000-06:00,33120.0,BROWSER,TIMEOUT,2579
459,27,20240113,2024-01-13 02:27:27.312000-06:00,2024-01-13 07:31:27.312000-06:00,18240.0,BROWSER,ABORTED,528
460,172,20240125,2024-01-25 17:03:47.415000-06:00,2024-01-26 02:26:47.415000-06:00,33780.0,MOBILE,TIMEOUT,829
461,83,20241105,2024-11-05 00:07:51.574000-06:00,2024-11-05 04:12:51.574000-06:00,14700.0,MOBILE,ABORTED,4963
462,209,20241218,2024-12-18 08:37:50.224000-06:00,2024-12-18 12:34:50.224000-06:00,14220.0,MOBILE,TIMEOUT,3830
463,78,20240809,2024-08-09 16:13:29.644000-06:00,2024-08-09 19:09:29.644000-06:00,10560.0,MOBILE,ABORTED,888
464,244,20241226,2024-12-26 08:28:44.728000-06:00,2024-12-26 09:43:44.728000-06:00,4500.0,BROWSER,ABORTED,538
465,400,20241119,2024-11-19 19:57:42.197000-06:00,2024-11-20 02:31:42.197000-06:00,23640.0,BROWSER,TIMEOUT,626
466,90,20240101,2024-01-01 17:22:37.847000-06:00,2024-01-02 01:28:37.847000-06:00,29160.0,BROWSER,TIMEOUT,930
467,347,20240215,2024-02-15 14:17:32.306000-06:00,2024-02-15 16:03:32.306000-06:00,6360.0,BROWSER,TIMEOUT,2193
468,77,20240728,2024-07-28 02:42:12.430000-06:00,2024-07-28 05:28:12.430000-06:00,9960.0,BROWSER,TIMEOUT,3316
469,213,20240920,2024-09-20 00:55:37.171000-06:00,2024-09-20 09:58:37.171000-06:00,32580.0,MOBILE,ABORTED,1723
470,337,20240904,2024-09-04 09:25:55.423000-06:00,2024-09-04 14:36:55.423000-06:00,18660.0,MOBILE,TIMEOUT,3824
471,250,20240603,2024-06-03 18:22:33.581000-06:00,2024-06-03 22:51:33.581000-06:00,16140.0,BROWSER,ABORTED,3215
472,489,20240924,2024-09-24 21:52:31.936000-06:00,2024-09-25 00:08:31.936000-06:00,8160.0,MOBILE,COMPLETED,2590
473,437,20241203,2024-12-03 19:44:44.277000-06:00,2024-12-04 03:27:44.277000-06:00,27780.0,MOBILE,ABORTED,1955
474,319,20240919,2024-09-19 10:36:57.668000-06:00,2024-09-19 19:26:57.668000-06:00,31800.0,BROWSER,TIMEOUT,3047
475,424,20240503,2024-05-03 14:03:55.344000-06:00,2024-05-03 14:39:55.344000-06:00,2160.0,MOBILE,COMPLETED,666
476,12,20240808,2024-08-08 05:25:30.546000-06:00,2024-08-08 06:59:30.546000-06:00,5640.0,MOBILE,ABORTED,1759
477,247,20240905,2024-09-05 21:54:58.722000-06:00,2024-09-06 05:38:58.722000-06:00,27840.0,MOBILE,TIMEOUT,1070
478,323,20241127,2024-11-27 14:43:18.099000-06:00,2024-11-27 20:28:18.099000-06:00,20700.0,BROWSER,ABORTED,4475
479,59,20241227,2024-12-27 11:22:22.862000-06:00,2024-12-27 20:38:22.862000-06:00,33360.0,BROWSER,ABORTED,4794
480,371,20240722,2024-07-22 02:58:34.522000-06:00,2024-07-22 03:48:34.522000-06:00,3000.0,MOBILE,TIMEOUT,316
481,433,20241015,2024-10-15 04:54:48.977000-06:00,2024-10-15 09:43:48.977000-06:00,17340.0,BROWSER,ABORTED,4009
482,365,20241114,2024-11-14 05:57:59.443000-06:00,2024-11-14 09:54:59.443000-06:00,14220.0,BROWSER,COMPLETED,3974
483,109,20241021,2024-10-21 21:26:41.463000-06:00,2024-10-22 07:01:41.463000-06:00,34500.0,BROWSER,COMPLETED,3243
484,267,20240425,2024-04-25 06:51:47.599000-06:00,2024-04-25 11:43:47.599000-06:00,17520.0,MOBILE,ABORTED,3714
485,13,20240914,2024-09-14 23:37:26.169000-06:00,2024-09-15 06:17:26.169000-06:00,24000.0,MOBILE,ABORTED,1645
486,252,20241117,2024-11-17 14:36:43.061000-06:00,2024-11-17 22:54:43.061000-06:00,29880.0,MOBILE,ABORTED,1493
487,411,20240731,2024-07-31 04:59:01.811000-06:00,2024-07-31 12:54:01.811000-06:00,28500.0,MOBILE,COMPLETED,462
488,390,20241230,2024-12-30 15:40:42.316000-06:00,2024-12-30 23:10:42.316000-06:00,27000.0,MOBILE,COMPLETED,1440
489,203,20240922,2024-09-22 11:32:39.934000-06:00,2024-09-22 11:54:39.934000-06:00,1320.0,MOBILE,ABORTED,3840
490,2,20241110,2024-11-10 19:37:17.332000-06:00,2024-11-11 05:02:17.332000-06:00,33900.0,MOBILE,ABORTED,3461
491,85,20240307,2024-03-07 15:08:36.790000-06:00,2024-03-07 23:50:36.790000-06:00,31320.0,BROWSER,TIMEOUT,1294
492,174,20240501,2024-05-01 17:26:08.632000-06:00,2024-05-01 23:40:08.632000-06:00,22440.0,BROWSER,ABORTED,747
493,218,20241227,2024-12-27 13:57:07.243000-06:00,2024-12-27 18:55:07.243000-06:00,17880.0,MOBILE,COMPLETED,3286
494,359,20241021,2024-10-21 17:31:46.960000-06:00,2024-10-21 21:09:46.960000-06:00,13080.0,BROWSER,COMPLETED,3751
495,174,20241217,2024-12-17 03:06:58.607000-06:00,2024-12-17 04:26:58.607000-06:00,4800.0,MOBILE,TIMEOUT,510
496,318,20240520,2024-05-20 09:44:59.038000-06:00,2024-05-20 09:59:59.038000-06:00,900.0,BROWSER,ABORTED,1269
497,349,20241125,2024-11-25 21:45:30.307000-06:00,2024-11-26 03:27:30.307000-06:00,20520.0,BROWSER,TIMEOUT,1031
498,281,20241201,2024-12-01 23:27:33.713000-06:00,2024-12-02 06:21:33.713000-06:00,24840.0,MOBILE,COMPLETED,659
499,37,20240813,2024-08-13 16:27:00.698000-06:00,2024-08-13 19:56:00.698000-06:00,12540.0,MOBILE,TIMEOUT,1776
500,10,20241201,2024-12-01 04:42:44.858000-06:00,2024-12-01 12:15:44.858000-06:00,27180.0,MOBILE,ABORTED,3483
502,37,20240916,2024-09-16 02:59:05.003000-06:00,2024-09-16 08:37:05.003000-06:00,20280.0,MOBILE,COMPLETED,4803
503,481,20240205,2024-02-05 13:16:05.510000-06:00,2024-02-05 18:54:05.510000-06:00,20280.0,MOBILE,ABORTED,1529
504,473,20241205,2024-12-05 01:56:47.908000-06:00,2024-12-05 05:14:47.908000-06:00,11880.0,MOBILE,TIMEOUT,4672
505,117,20241012,2024-10-12 15:50:08.928000-06:00,2024-10-13 01:33:08.928000-06:00,34980.0,MOBILE,COMPLETED,1434
506,292,20241227,2024-12-27 08:40:09.153000-06:00,2024-12-27 11:56:09.153000-06:00,11760.0,MOBILE,TIMEOUT,2748
507,181,20241201,2024-12-01 06:23:35.417000-06:00,2024-12-01 08:54:35.417000-06:00,9060.0,MOBILE,COMPLETED,3012
508,17,20241230,2024-12-30 04:17:36.393000-06:00,2024-12-30 05:17:36.393000-06:00,3600.0,BROWSER,COMPLETED,2767
509,281,20241223,2024-12-23 04:16:52.123000-06:00,2024-12-23 10:31:52.123000-06:00,22500.0,MOBILE,ABORTED,940
510,47,20240603,2024-06-03 06:13:48.480000-06:00,2024-06-03 15:38:48.480000-06:00,33900.0,MOBILE,COMPLETED,4032
511,166,20240814,2024-08-14 00:06:26.246000-06:00,2024-08-14 06:51:26.246000-06:00,24300.0,MOBILE,COMPLETED,392
512,6,20240518,2024-05-18 22:59:16.914000-06:00,2024-05-19 03:36:16.914000-06:00,16620.0,BROWSER,COMPLETED,2869
513,94,20240930,2024-09-30 19:05:33.699000-06:00,2024-10-01 04:34:33.699000-06:00,34140.0,MOBILE,ABORTED,3331
514,282,20240210,2024-02-10 07:22:26.634000-06:00,2024-02-10 12:53:26.634000-06:00,19860.0,BROWSER,ABORTED,848
515,51,20240116,2024-01-16 17:25:21.475000-06:00,2024-01-17 03:22:21.475000-06:00,35820.0,MOBILE,ABORTED,917
516,317,20240105,2024-01-05 17:39:51.738000-06:00,2024-01-06 03:15:51.738000-06:00,34560.0,BROWSER,ABORTED,852
517,156,20241126,2024-11-26 10:54:41.656000-06:00,2024-11-26 17:52:41.656000-06:00,25080.0,BROWSER,TIMEOUT,4854
518,399,20241026,2024-10-26 15:05:07.037000-06:00,2024-10-27 00:17:07.037000-06:00,33120.0,BROWSER,COMPLETED,975
519,90,20240817,2024-08-17 04:37:32.644000-06:00,2024-08-17 09:42:32.644000-06:00,18300.0,BROWSER,COMPLETED,577
520,362,20241204,2024-12-04 04:17:04.454000-06:00,2024-12-04 11:31:04.454000-06:00,26040.0,MOBILE,ABORTED,1097
521,266,20241118,2024-11-18 19:02:10.224000-06:00,2024-11-19 01:24:10.224000-06:00,22920.0,MOBILE,ABORTED,4336
522,207,20241224,2024-12-24 15:26:16.285000-06:00,2024-12-24 21:36:16.285000-06:00,22200.0,MOBILE,TIMEOUT,896
523,464,20241209,2024-12-09 21:30:45.155000-06:00,2024-12-10 01:45:45.155000-06:00,15300.0,MOBILE,COMPLETED,3152
524,464,20241212,2024-12-12 18:59:45.950000-06:00,2024-12-13 01:19:45.950000-06:00,22800.0,MOBILE,ABORTED,247
525,287,20241127,2024-11-27 18:02:19.996000-06:00,2024-11-27 18:51:19.996000-06:00,2940.0,BROWSER,TIMEOUT,3718
526,393,20240827,2024-08-27 07:07:22.507000-06:00,2024-08-27 11:56:22.507000-06:00,17340.0,MOBILE,ABORTED,2990
527,475,20241230,2024-12-30 15:13:38.877000-06:00,2024-12-30 19:17:38.877000-06:00,14640.0,BROWSER,TIMEOUT,1039
528,339,20241222,2024-12-22 03:00:04.154000-06:00,2024-12-22 07:19:04.154000-06:00,15540.0,MOBILE,ABORTED,2336
529,80,20241123,2024-11-23 20:32:01.457000-06:00,2024-11-24 00:54:01.457000-06:00,15720.0,BROWSER,TIMEOUT,2134
530,35,20240624,2024-06-24 08:52:14.034000-06:00,2024-06-24 16:27:14.034000-06:00,27300.0,BROWSER,COMPLETED,1423
531,262,20241221,2024-12-21 12:56:35.534000-06:00,2024-12-21 21:52:35.534000-06:00,32160.0,MOBILE,TIMEOUT,2889
532,449,20241227,2024-12-27 00:50:13.623000-06:00,2024-12-27 06:13:13.623000-06:00,19380.0,MOBILE,ABORTED,2002
533,292,20241229,2024-12-29 19:42:44.545000-06:00,2024-12-29 23:27:44.545000-06:00,13500.0,MOBILE,ABORTED,4952
534,477,20240522,2024-05-22 17:12:10.220000-06:00,2024-05-23 02:00:10.220000-06:00,31680.0,MOBILE,COMPLETED,712
535,183,20241217,2024-12-17 07:04:11.201000-06:00,2024-12-17 12:35:11.201000-06:00,19860.0,BROWSER,ABORTED,4191
536,31,20241225,2024-12-25 11:43:31.775000-06:00,2024-12-25 16:47:31.775000-06:00,18240.0,BROWSER,TIMEOUT,779
537,205,20241117,2024-11-17 20:00:58.668000-06:00,2024-11-18 04:34:58.668000-06:00,30840.0,MOBILE,COMPLETED,2940
538,374,20241212,2024-12-12 16:47:25.421000-06:00,2024-12-12 22:10:25.421000-06:00,19380.0,BROWSER,TIMEOUT,3813
539,16,20241202,2024-12-02 00:01:42.164000-06:00,2024-12-02 02:29:42.164000-06:00,8880.0,MOBILE,ABORTED,1438
540,424,20241207,2024-12-07 01:29:10.997000-06:00,2024-12-07 11:14:10.997000-06:00,35100.0,BROWSER,TIMEOUT,1547
541,417,20241224,2024-12-24 06:54:12.046000-06:00,2024-12-24 09:39:12.046000-06:00,9900.0,BROWSER,ABORTED,1498
542,46,20241215,2024-12-15 23:46:02.373000-06:00,2024-12-16 05:47:02.373000-06:00,21660.0,MOBILE,ABORTED,4931
543,159,20241226,2024-12-26 21:27:58.914000-06:00,2024-12-27 02:10:58.914000-06:00,16980.0,BROWSER,ABORTED,4209
544,294,20240825,2024-08-25 06:25:37.334000-06:00,2024-08-25 09:51:37.334000-06:00,12360.0,BROWSER,COMPLETED,2575
545,297,20241101,2024-11-01 14:52:34.084000-06:00,2024-11-01 23:22:34.084000-06:00,30600.0,MOBILE,ABORTED,438
546,86,20241029,2024-10-29 04:37:06.078000-06:00,2024-10-29 07:45:06.078000-06:00,11280.0,BROWSER,TIMEOUT,1376
547,6,20240601,2024-06-01 23:12:30.708000-06:00,2024-06-02 08:07:30.708000-06:00,32100.0,MOBILE,TIMEOUT,1201
548,57,20241222,2024-12-22 05:10:45.809000-06:00,2024-12-22 11:01:45.809000-06:00,21060.0,BROWSER,TIMEOUT,2105
549,43,20241216,2024-12-16 12:16:55.898000-06:00,2024-12-16 18:55:55.898000-06:00,23940.0,BROWSER,ABORTED,3862
550,71,20241013,2024-10-13 02:03:09.229000-06:00,2024-10-13 06:23:09.229000-06:00,15600.0,BROWSER,TIMEOUT,3616
551,36,20240828,2024-08-28 20:04:33.753000-06:00,2024-08-29 01:45:33.753000-06:00,20460.0,BROWSER,ABORTED,3016
552,209,20241221,2024-12-21 08:30:16.120000-06:00,2024-12-21 14:26:16.120000-06:00,21360.0,BROWSER,TIMEOUT,3231
553,430,20240826,2024-08-26 22:01:31.673000-06:00,2024-08-27 00:44:31.673000-06:00,9780.0,BROWSER,COMPLETED,2148
554,141,20241104,2024-11-04 01:19:08.969000-06:00,2024-11-04 06:49:08.969000-06:00,19800.0,BROWSER,COMPLETED,4403
555,299,20241229,2024-12-29 11:10:22.058000-06:00,2024-12-29 15:25:22.058000-06:00,15300.0,MOBILE,TIMEOUT,3434
556,446,20241228,2024-12-28 23:46:35.802000-06:00,2024-12-29 07:00:35.802000-06:00,26040.0,BROWSER,TIMEOUT,4667
557,353,20240104,2024-01-04 11:42:51.028000-06:00,2024-01-04 16:25:51.028000-06:00,16980.0,BROWSER,TIMEOUT,3898
558,218,20241228,2024-12-28 19:42:34.463000-06:00,2024-12-29 02:30:34.463000-06:00,24480.0,MOBILE,TIMEOUT,4994
559,338,20240521,2024-05-21 16:54:16.169000-06:00,2024-05-21 18:04:16.169000-06:00,4200.0,MOBILE,ABORTED,3372
560,20,20241115,2024-11-15 09:19:09.141000-06:00,2024-11-15 16:42:09.141000-06:00,26580.0,BROWSER,TIMEOUT,3747
561,56,20241113,2024-11-13 17:06:34.235000-06:00,2024-11-13 19:01:34.235000-06:00,6900.0,MOBILE,ABORTED,1703
562,267,20240925,2024-09-25 20:02:37.884000-06:00,2024-09-26 05:38:37.884000-06:00,34560.0,BROWSER,COMPLETED,3659
563,476,20241127,2024-11-27 20:43:34.803000-06:00,2024-11-27 23:22:34.803000-06:00,9540.0,MOBILE,COMPLETED,2086
564,199,20241117,2024-11-17 09:51:27.681000-06:00,2024-11-17 10:12:27.681000-06:00,1260.0,MOBILE,TIMEOUT,421
565,405,20241129,2024-11-29 16:09:22.752000-06:00,2024-11-29 21:40:22.752000-06:00,19860.0,BROWSER,ABORTED,508
566,226,20241123,2024-11-23 21:55:00.134000-06:00,2024-11-24 03:45:00.134000-06:00,21000.0,MOBILE,ABORTED,4099
567,74,20240610,2024-06-10 10:42:22.186000-06:00,2024-06-10 11:59:22.186000-06:00,4620.0,MOBILE,ABORTED,3130
568,383,20240617,2024-06-17 12:08:08.301000-06:00,2024-06-17 12:19:08.301000-06:00,660.0,BROWSER,COMPLETED,1307
569,145,20241230,2024-12-30 11:18:38.142000-06:00,2024-12-30 13:42:38.142000-06:00,8640.0,MOBILE,ABORTED,3749
571,124,20240621,2024-06-21 18:58:23.847000-06:00,2024-06-22 03:34:23.847000-06:00,30960.0,MOBILE,ABORTED,3029
572,101,20240801,2024-08-01 05:43:26.884000-06:00,2024-08-01 08:03:26.884000-06:00,8400.0,MOBILE,COMPLETED,4854
573,273,20240925,2024-09-25 22:15:02.709000-06:00,2024-09-26 03:42:02.709000-06:00,19620.0,BROWSER,ABORTED,3119
574,44,20240124,2024-01-24 23:17:52.100000-06:00,2024-01-25 04:12:52.100000-06:00,17700.0,BROWSER,ABORTED,2352
575,166,20241015,2024-10-15 02:23:29.456000-06:00,2024-10-15 10:32:29.456000-06:00,29340.0,MOBILE,TIMEOUT,1328
576,37,20241114,2024-11-14 23:52:29.269000-06:00,2024-11-15 03:27:29.269000-06:00,12900.0,MOBILE,ABORTED,2148
577,243,20240912,2024-09-12 07:40:26.506000-06:00,2024-09-12 09:40:26.506000-06:00,7200.0,BROWSER,COMPLETED,393
578,413,20240209,2024-02-09 00:36:14.317000-06:00,2024-02-09 02:28:14.317000-06:00,6720.0,BROWSER,ABORTED,1731
579,278,20240807,2024-08-07 22:51:25.040000-06:00,2024-08-08 07:41:25.040000-06:00,31800.0,MOBILE,COMPLETED,4227
580,337,20241014,2024-10-14 19:26:21.271000-06:00,2024-10-15 02:23:21.271000-06:00,25020.0,BROWSER,COMPLETED,3119
581,421,20241113,2024-11-13 10:46:25.233000-06:00,2024-11-13 17:48:25.233000-06:00,25320.0,MOBILE,COMPLETED,1813
582,448,20240630,2024-06-30 20:57:30.949000-06:00,2024-07-01 00:46:30.949000-06:00,13740.0,BROWSER,COMPLETED,4269
583,410,20241216,2024-12-16 11:59:15.270000-06:00,2024-12-16 13:05:15.270000-06:00,3960.0,BROWSER,COMPLETED,3238
584,123,20240301,2024-03-01 06:34:32.709000-06:00,2024-03-01 08:38:32.709000-06:00,7440.0,BROWSER,ABORTED,3196
585,277,20240413,2024-04-13 15:14:21.876000-06:00,2024-04-13 16:50:21.876000-06:00,5760.0,BROWSER,TIMEOUT,589
586,91,20241225,2024-12-25 15:45:21.866000-06:00,2024-12-25 20:18:21.866000-06:00,16380.0,MOBILE,COMPLETED,1292
587,111,20240815,2024-08-15 22:04:02.056000-06:00,2024-08-16 03:38:02.056000-06:00,20040.0,BROWSER,COMPLETED,2837
588,253,20241222,2024-12-22 06:43:31.917000-06:00,2024-12-22 11:55:31.917000-06:00,18720.0,BROWSER,TIMEOUT,2212
589,185,20241107,2024-11-07 10:38:06.783000-06:00,2024-11-07 12:12:06.783000-06:00,5640.0,BROWSER,COMPLETED,934
590,321,20241007,2024-10-07 10:02:35.096000-06:00,2024-10-07 15:23:35.096000-06:00,19260.0,MOBILE,TIMEOUT,897
591,176,20241118,2024-11-18 11:48:45.458000-06:00,2024-11-18 20:21:45.458000-06:00,30780.0,BROWSER,COMPLETED,4682
592,367,20241227,2024-12-27 19:09:13.297000-06:00,2024-12-28 03:49:13.297000-06:00,31200.0,MOBILE,ABORTED,1777
593,287,20241218,2024-12-18 13:04:56.704000-06:00,2024-12-18 21:20:56.704000-06:00,29760.0,MOBILE,ABORTED,2688
594,251,20240626,2024-06-26 08:19:01.173000-06:00,2024-06-26 17:20:01.173000-06:00,32460.0,MOBILE,COMPLETED,269
595,284,20240625,2024-06-25 12:18:05.842000-06:00,2024-06-25 17:07:05.842000-06:00,17340.0,MOBILE,COMPLETED,3711
596,301,20241112,2024-11-12 12:50:26.600000-06:00,2024-11-12 14:36:26.600000-06:00,6360.0,MOBILE,COMPLETED,845
597,83,20241116,2024-11-16 21:33:29.169000-06:00,2024-11-16 21:51:29.169000-06:00,1080.0,BROWSER,ABORTED,1950
598,240,20241110,2024-11-10 21:24:25.624000-06:00,2024-11-11 04:27:25.624000-06:00,25380.0,MOBILE,ABORTED,3821
599,184,20241220,2024-12-20 12:35:23.224000-06:00,2024-12-20 22:27:23.224000-06:00,35520.0,BROWSER,TIMEOUT,2792
600,419,20241229,2024-12-29 20:31:34.104000-06:00,2024-12-30 02:32:34.104000-06:00,21660.0,BROWSER,ABORTED,2756
601,208,20240405,2024-04-05 01:07:14.031000-06:00,2024-04-05 07:03:14.031000-06:00,21360.0,MOBILE,TIMEOUT,4126
602,327,20240808,2024-08-08 16:24:12.174000-06:00,2024-08-09 02:00:12.174000-06:00,34560.0,BROWSER,TIMEOUT,1672
603,421,20241119,2024-11-19 02:20:06.874000-06:00,2024-11-19 12:05:06.874000-06:00,35100.0,BROWSER,ABORTED,540
604,366,20240729,2024-07-29 23:13:19.587000-06:00,2024-07-30 01:10:19.587000-06:00,7020.0,MOBILE,COMPLETED,4155
605,409,20240731,2024-07-31 22:29:46.780000-06:00,2024-08-01 05:45:46.780000-06:00,26160.0,BROWSER,TIMEOUT,3075
606,326,20241210,2024-12-10 18:27:42.179000-06:00,2024-12-11 00:12:42.179000-06:00,20700.0,MOBILE,ABORTED,808
607,50,20241213,2024-12-13 00:05:25.136000-06:00,2024-12-13 04:22:25.136000-06:00,15420.0,BROWSER,ABORTED,944
608,172,20240904,2024-09-04 05:01:55.388000-06:00,2024-09-04 09:47:55.388000-06:00,17160.0,BROWSER,TIMEOUT,2759
609,417,20241224,2024-12-24 22:48:45.820000-06:00,2024-12-24 23:58:45.820000-06:00,4200.0,BROWSER,ABORTED,4164
610,116,20240412,2024-04-12 10:07:12.524000-06:00,2024-04-12 19:30:12.524000-06:00,33780.0,MOBILE,TIMEOUT,3699
611,273,20241004,2024-10-04 11:33:17.701000-06:00,2024-10-04 14:35:17.701000-06:00,10920.0,BROWSER,COMPLETED,2617
612,427,20241023,2024-10-23 21:53:38.160000-06:00,2024-10-24 02:36:38.160000-06:00,16980.0,BROWSER,TIMEOUT,4178
613,60,20240515,2024-05-15 19:13:38.483000-06:00,2024-05-16 03:00:38.483000-06:00,28020.0,BROWSER,ABORTED,1647
614,499,20241102,2024-11-02 15:04:13.355000-06:00,2024-11-02 20:09:13.355000-06:00,18300.0,MOBILE,TIMEOUT,1785
615,487,20240506,2024-05-06 20:01:08.176000-06:00,2024-05-06 23:08:08.176000-06:00,11220.0,BROWSER,TIMEOUT,3541
616,306,20240927,2024-09-27 12:03:48.777000-06:00,2024-09-27 17:34:48.777000-06:00,19860.0,BROWSER,COMPLETED,2938
617,193,20240208,2024-02-08 07:11:38.100000-06:00,2024-02-08 17:08:38.100000-06:00,35820.0,MOBILE,ABORTED,3467
618,168,20241111,2024-11-11 13:58:05.999000-06:00,2024-11-11 14:55:05.999000-06:00,3420.0,BROWSER,COMPLETED,1459
619,278,20240808,2024-08-08 21:41:26.958000-06:00,2024-08-09 02:17:26.958000-06:00,16560.0,BROWSER,COMPLETED,3538
620,129,20241020,2024-10-20 04:46:02.262000-06:00,2024-10-20 06:16:02.262000-06:00,5400.0,MOBILE,COMPLETED,165
621,478,20241028,2024-10-28 07:59:17.077000-06:00,2024-10-28 11:04:17.077000-06:00,11100.0,MOBILE,ABORTED,459
622,8,20240809,2024-08-09 14:58:13.130000-06:00,2024-08-09 15:24:13.130000-06:00,1560.0,BROWSER,COMPLETED,1516
623,385,20241111,2024-11-11 04:28:00.498000-06:00,2024-11-11 11:06:00.498000-06:00,23880.0,MOBILE,COMPLETED,637
624,347,20240630,2024-06-30 20:07:47.442000-06:00,2024-07-01 00:21:47.442000-06:00,15240.0,BROWSER,ABORTED,1490
625,495,20240228,2024-02-28 08:05:13.957000-06:00,2024-02-28 12:04:13.957000-06:00,14340.0,BROWSER,TIMEOUT,3594
626,246,20241018,2024-10-18 13:12:01.229000-06:00,2024-10-18 20:17:01.229000-06:00,25500.0,BROWSER,COMPLETED,4438
627,7,20240906,2024-09-06 17:00:16.140000-06:00,2024-09-07 00:02:16.140000-06:00,25320.0,BROWSER,TIMEOUT,4150
628,173,20241218,2024-12-18 10:37:19.968000-06:00,2024-12-18 18:51:19.968000-06:00,29640.0,MOBILE,COMPLETED,2603
629,129,20241026,2024-10-26 16:09:02.431000-06:00,2024-10-26 22:51:02.431000-06:00,24120.0,BROWSER,TIMEOUT,1554
630,69,20240925,2024-09-25 20:06:17.823000-06:00,2024-09-26 01:49:17.823000-06:00,20580.0,MOBILE,ABORTED,3638
631,177,20240716,2024-07-16 12:35:49.425000-06:00,2024-07-16 19:09:49.425000-06:00,23640.0,MOBILE,TIMEOUT,2417
632,377,20241010,2024-10-10 02:07:19.455000-06:00,2024-10-10 03:25:19.455000-06:00,4680.0,MOBILE,ABORTED,1979
633,336,20240703,2024-07-03 07:16:47.197000-06:00,2024-07-03 13:52:47.197000-06:00,23760.0,BROWSER,ABORTED,1703
634,21,20240914,2024-09-14 16:41:15.067000-06:00,2024-09-14 17:33:15.067000-06:00,3120.0,MOBILE,TIMEOUT,3701
635,446,20241229,2024-12-29 10:32:00.468000-06:00,2024-12-29 10:49:00.468000-06:00,1020.0,MOBILE,TIMEOUT,3965
636,180,20241119,2024-11-19 00:17:36.393000-06:00,2024-11-19 08:05:36.393000-06:00,28080.0,BROWSER,TIMEOUT,2290
637,103,20241126,2024-11-26 07:22:02.675000-06:00,2024-11-26 11:10:02.675000-06:00,13680.0,MOBILE,TIMEOUT,4474
638,382,20241203,2024-12-03 07:50:54.270000-06:00,2024-12-03 12:32:54.270000-06:00,16920.0,BROWSER,ABORTED,1038
639,340,20241230,2024-12-30 08:16:18.990000-06:00,2024-12-30 15:39:18.990000-06:00,26580.0,BROWSER,ABORTED,2664
640,42,20240425,2024-04-25 10:34:11.682000-06:00,2024-04-25 17:24:11.682000-06:00,24600.0,MOBILE,ABORTED,3404
641,468,20241111,2024-11-11 05:22:53.481000-06:00,2024-11-11 09:05:53.481000-06:00,13380.0,BROWSER,TIMEOUT,2353
642,483,20240726,2024-07-26 05:24:38.702000-06:00,2024-07-26 11:41:38.702000-06:00,22620.0,BROWSER,TIMEOUT,4457
643,456,20241015,2024-10-15 23:34:16.239000-06:00,2024-10-15 23:52:16.239000-06:00,1080.0,BROWSER,TIMEOUT,2812
644,232,20241114,2024-11-14 05:08:32.749000-06:00,2024-11-14 11:04:32.749000-06:00,21360.0,BROWSER,ABORTED,2461
645,429,20241031,2024-10-31 09:14:07.164000-06:00,2024-10-31 12:29:07.164000-06:00,11700.0,BROWSER,ABORTED,2980
646,168,20241222,2024-12-22 15:41:12.705000-06:00,2024-12-22 21:52:12.705000-06:00,22260.0,BROWSER,ABORTED,3579
647,236,20241021,2024-10-21 11:02:54.908000-06:00,2024-10-21 16:07:54.908000-06:00,18300.0,BROWSER,ABORTED,1815
648,382,20241203,2024-12-03 13:15:05.398000-06:00,2024-12-03 16:48:05.398000-06:00,12780.0,MOBILE,ABORTED,854
649,189,20240206,2024-02-06 01:26:03.335000-06:00,2024-02-06 11:09:03.335000-06:00,34980.0,BROWSER,COMPLETED,4978
650,298,20240903,2024-09-03 13:40:01.879000-06:00,2024-09-03 23:29:01.879000-06:00,35340.0,MOBILE,ABORTED,4739
651,1,20240203,2024-02-03 08:38:44.706000-06:00,2024-02-03 17:50:44.706000-06:00,33120.0,MOBILE,COMPLETED,2237
652,430,20241112,2024-11-12 02:41:30.958000-06:00,2024-11-12 05:39:30.958000-06:00,10680.0,BROWSER,ABORTED,1978
653,246,20241225,2024-12-25 11:28:19.042000-06:00,2024-12-25 18:43:19.042000-06:00,26100.0,MOBILE,COMPLETED,1034
654,244,20241228,2024-12-28 09:54:13.320000-06:00,2024-12-28 13:16:13.320000-06:00,12120.0,MOBILE,ABORTED,1421
655,253,20241223,2024-12-23 21:49:11.266000-06:00,2024-12-24 06:07:11.266000-06:00,29880.0,MOBILE,COMPLETED,2478
656,367,20241229,2024-12-29 15:36:00.893000-06:00,2024-12-29 18:29:00.893000-06:00,10380.0,MOBILE,TIMEOUT,1308
657,476,20241222,2024-12-22 07:09:49.882000-06:00,2024-12-22 15:04:49.882000-06:00,28500.0,MOBILE,TIMEOUT,1046
